gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
5154524579	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/488788069/original.jpeg	https://www.inaturalist.org/photos/488788069					2025-04-20T18:21:10Z	Beth		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Beth
5154524579	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/488788183/original.jpeg	https://www.inaturalist.org/photos/488788183					2025-04-20T18:21:23Z	Beth		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Beth
5154498245	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/502847400/original.jpg	https://www.inaturalist.org/photos/502847400					2025-05-10T17:48:54Z	Julie		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Julie
5154478659	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/498801313/original.jpg	https://www.inaturalist.org/photos/498801313					2025-05-02T18:28:10Z	laurainmd		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	laurainmd
5154478659	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/498801244/original.jpg	https://www.inaturalist.org/photos/498801244					2025-05-02T18:28:10Z	laurainmd		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	laurainmd
5154451050	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/498618548/original.jpeg	https://www.inaturalist.org/photos/498618548					2025-04-27T14:41:16Z	tminatbe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tminatbe
5154420119	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/490598023/original.jpeg	https://www.inaturalist.org/photos/490598023					2025-04-14T20:08:29Z	Tonyia Johnson Stump		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Tonyia Johnson Stump
5154416829	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/499357871/original.jpg	https://www.inaturalist.org/photos/499357871					2025-05-03T20:12:50Z	denisekrug		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	denisekrug
5154416829	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/499357755/original.jpg	https://www.inaturalist.org/photos/499357755					2025-05-03T20:14:41Z	denisekrug		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	denisekrug
5154416829	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/499357676/original.jpg	https://www.inaturalist.org/photos/499357676					2025-05-03T20:14:56Z	denisekrug		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	denisekrug
5154390648	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/497400824/original.jpeg	https://www.inaturalist.org/photos/497400824					2025-04-28T18:39:13Z	Tonyia Johnson Stump		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Tonyia Johnson Stump
5154293994	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/493603832/original.jpg	https://www.inaturalist.org/photos/493603832					2025-04-26T02:27:39Z	rschoen0715		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	rschoen0715
5154253870	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/483986478/original.jpeg	https://www.inaturalist.org/photos/483986478					2025-04-07T23:21:14Z	NadiaNickel		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	NadiaNickel
5154253870	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/483986572/original.jpeg	https://www.inaturalist.org/photos/483986572					2025-04-07T23:21:27Z	NadiaNickel		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	NadiaNickel
